nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Sra. Agustín Quezada Sisneros",14309495,2,Sra.sisneros@outluc.ceele,Sra.sisneros,ejXdZc6Nuqz,"+56 9 1372 9158",772,63069,"Cena de Trabajo",536644,2025-12-24,546000,6
"Miguel Ángel Alonzo Rivas",14521234,0,miguel7795@edubus.cal,miguel8152,dRb2GDN5,"+56 9 7893 1848",6712,66526,"Salida con Amigos",536645,2025-07-03,720000,6
"Miguel Ángel Alonzo Rivas",14.521.234,0,miguel7795@edubus.cal,miguel8152,dRb2GDN5,"+56 9 7893 1848",6712,66526,"Salida con Amigos",536653,2025-05-07,-840000,6
,22255490,0,sta.207@viajesanma.ceele,,,"+56 2 8393 3626",5686,,"Salida con Familia",536657,,546000,3
"Sta. Maricarmen Ruelas Oquendo",22255490,0,sta.207@viajesanma.ceele,Sta.oquendo,4bSEoOaRlc3U2,"+56 2 8393 3626",5686,65853,"Salida con Familia",536665,2025-01-31,-537000,3
"Sta. Maricarmen Ruelas Oquendo",22.255.490,0,sta.207@@viajesanma.com,Sta.oquendo,4bSEoOaRlc3U2,"+56 2 8393 3626",5686,65853,"Salida con Familia",536673,2025-01-20,528000,3
"Sra. Florencia Brito Olivas",2804862,9,sra.6285@viajesanma.com,srflbrol,giLiQjv54Y5sn,"+56 2 0612 6269",7243,67664,"Cena de Trabajo",536681,2025-08-15,567000,3
"Sta. Claudio Arce Arredondo",19480008,8,Sta.arredondo@marmol.com,sta.2363,XumkGrCrVdh8mv8,"+56 2 9800 4546",8103,66826,Vacaciones,536682,2025-01-27,774000,6
"Sta. Claudio Arce Arredondo",19480008,8,Sta.arredondo@marmol.ceele,sta.2363,XumkGrCrVdh8mv8,"+56 2 9800 4546",8103,66826,Vacaciones,536683,2025-03-28,576000,6
"Sta. Claudio Arce Arredondo",19480008,8,Sta.arredondo@marmol.com,sta.2363,XumkGrCrVdh8mv8,"+56 2 9800 4546",8103,66826,Vacaciones,536686,2025-05-08,1044000,6
"José Eduardo Moreno Jasso",19.349.064,6,josOo5274@tourket.ceele,josé427,odVC9kWw,"+56 9 0698 0454",2573,65433,"Salida con Amigos",536687,2025-07-07,-1140000,10
"José Eduardo Moreno Jasso",19349064,6,josOo5274@tourket.com,josé427,odVC9kWw,"+56 9 0698 0454",2573,65433,"Salida con Amigos",536688,2025-12-30,1210000,10
"José Eduardo Moreno Jasso",19349064,6,josOo5274@tourket.com,josé427,odVC9kWw,"+56 9 0698 0454",2573,65433,"Salida con Amigos",536693,2025-11-10,1200000,10
"Inés Barrios Valadez",16842522,8,InOosvaladez@wass.com,Inésvaladez,Zi1HVOizKFq,+56-2-6874-5789,4964,68153,"Cena de Trabajo",536699,2025-06-15,944000,2
"Inés Barrios Valadez",16842522,8,InOosvaladez@wass.com,Inésvaladez,Zi1HVOizKFq,"+56 2 6874 5789",4964,68153,"Cena de Trabajo",536702,2025-04-01,994000,2
"Alfonso Ruelas Marrero",726132,,alruma@outluc.com,alfonso8643,C5nNYEeur,"+56 9 9590 1529",3455,65925,,,2025-01-19,,
"Alfonso Ruelas Marrero",726132,2,alruma@outluc.ceele,alfonso8643,C5nNYEeur,"+56 9 9590 1529",3455,65925,"Salida con Amigos",536707,2025/01/03,344000,8
"Alfonso Ruelas Marrero",726132,2,alruma@outluc.com,alfonso8643,C5nNYEeur,"+56 9 9590 1529",3455,65925,"Salida con Amigos",536708,2025-01-16,912000,8
"Gloria Vázquez Aponte",18.165.128,8,gloria1062@outluc.com,glváap,mMe4aaNRhc6,"+56 9 0928 6064",271,64502,"Salida con Amigos",536713,2025/08/07,1200000,8
"Gloria Vázquez Aponte",18165128,8,gloria1062@outluc.com,glváap,mMe4aaNRhc6,"+56 9 0928 6064",271,64502,"Salida con Amigos",536721,2025-10-09,848000,8
"Isabel Olivera Delarosa",1298756,0,isolde@outluc.com,isabel1202,sEMIcmsZ4yUcQ5,"+56 9 0048 2005",9837,69324,"Salida con Familia",536726,2025/05/08,183000,3
"Isabel Olivera Delarosa",1298756,0,isolde@@outluc.com,isabel1202,sEMIcmsZ4yUcQ5,"+56 9 0048 2005",9837,69324,"Salida con Familia",536729,2025-07-16,369000,3
"Isabel Olivera Delarosa",1298756,0,isolde@outluc.com,isabel1202,sEMIcmsZ4yUcQ5,"+56 9 0048 2005",9837,69324,"Salida con Familia",536735,2025-12-14,798000,3
"Sra. Olivia Salas Pantoja",20405214,0,sra.4107@edubus.cal,srolsapa,SeJ6eoA3,"+56 9 2436 4646",8922,71863,"Salida con Amigos",536741,2026-04-26,-808000,8
"Sra. Olivia Salas Pantoja",20405214,0,sra.4107@edubus.cal,srolsapa,SeJ6eoA3,"+56 9 2436 4646",8922,71863,"Salida con Amigos",536749,2025-11-16,1704000,8
"Sra. Olivia Salas Pantoja",20405214,0,sra.4107@edubus.cal,srolsapa,SeJ6eoA3,"+56 9 2436 4646",8922,71863,"Salida con Amigos",536750,2025-09-17,960000,8
"Sr. Amalia Acosta Rivero",4333145,0,sr.4852@marmol.com,Sr.rivero,UjKZsRkM1T1,"+56 9 7878 7416",7639,66361,"Cena de Trabajo",536751,2025-07-22,116000,2
"Concepción León Bravo",13217604,3,concepciOIn239@outluc.com,concepción4725,ovX9p4nKovuLh,"+56 2 4568 2436",963,64036,"Salida con Amigos",536752,2025-07-08,-81000,1
"Sara Muñiz Cepeda",29253492,2,Saracepeda@tourket.com,sara3986,N1zDJYj4GwwN,"+56 9 1696 1535",1928,61835,Aniversario,536757,2025-04-23,1232000,8
"Sara Muñiz Cepeda",29253492,2,Saracepeda@tourket.com,sara3986,N1zDJYj4GwwN,"+56 9 1696 1535",1928,61835,Aniversario,536758,2025-04-16,1056000,8
"Sara Muñiz Cepeda",29253492,2,Saracepeda@@tourket.com,sara3986,N1zDJYj4GwwN,"+56 9 1696 1535",1928,61835,Aniversario,536759,2025/01/02,680000,8
"Joaquín Guardado Rojo",9480510,4,JoaquOAnrojo@wass.com,joaquín2591,OnIbLydTBWFqs4kE,"+56 9 9924 5424",9665,62833,Vacaciones,536762,2025-12-06,1950000,5
"Joaquín Guardado Rojo",9480510,4,JoaquOAnrojo@wass.com,joaquín2591,OnIbLydTBWFqs4kE,+56-9-9924-5424,9665,62833,Vacaciones,536763,2025-06-02,-1245000,5
"Manuel Delvalle Coronado",28312033,3,manuel607@tourket.com,madeco,UWrXdj4LYd,"+56 9 3535 6194",6294,66774,"Salida con Familia",536764,2025-02-19,2232000,9
"Manuel Delvalle Coronado",28312033,3,manuel607@tourket.com,madeco,UWrXdj4LYd,"+56 9 3535 6194",6294,66774,"Salida con Familia",536772,2025-02-13,1719000,9
"Eva Quiroz Reséndez",25947155,9,evqure@marmol.com,Evareséndez,Um3gBDut60T7VZ,"+56 9 1680 6344",3919,66974,"Salida con Amigos",536773,2025-01-24,252000,6
"Eva Quiroz Reséndez",25947155,9,evqure@marmol.com,Evareséndez,Um3gBDut60T7VZ,"+56 9 1680 6344",3919,66974,"Salida con Amigos",536775,2025-02-11,1602000,6
"Eva Quiroz Reséndez",25947155,9,evqure@marmol.com,Evareséndez,Um3gBDut60T7VZ,"+56 9 1680 6344",3919,66974,"Salida con Amigos",536776,2025-01-16,1428000,6
"Clemente Ledesma Arroyo",20010113,8,cllear@@tourket.com,Clementearroyo,bv94adhTTH,"+56 2 9630 2628",8183,63802,"Salida con Amigos",536783,2025/09/15,99000,1
"Clemente Ledesma Arroyo",20010113,8,cllear@tourket.com,Clementearroyo,bv94adhTTH,"+56 2 9630 2628",8183,63802,"Salida con Amigos",536784,2025-09-01,151000,1
"Miguel Ángel Carrera Nájera",19019469,8,miguel7503@wass.com,miáncaná,Ju8Waa3w25,"+56 2 6811 7546",2101,63940,"Salida con Familia",536787,2026-02-25,804000,6
"Miguel Ángel Carrera Nájera",19019469,8,miguel7503@wass.com,miáncaná,Ju8Waa3w25,+56-2-6811-7546,2101,63940,"Salida con Familia",536788,2026-01-08,180000,6
"Mónica Haro Orellana",19332399,5,mOInica8676@outluc.com,mónica6286,D7e2Z8TWPXOnd,"+56 9 9583 9092",6114,67399,"Salida con Amigos",536789,2025-01-04,285000,3
"Mónica Haro Orellana",19332399,5,mOInica8676@outluc.com,mónica6286,D7e2Z8TWPXOnd,"+56 9 9583 9092",6114,67399,"Salida con Amigos",536795,2025-03-13,768000,3
"Micaela Delafuente Escobedo",5574637,0,midees@tourket.com,midees,uBVELt4rb1dLz,+56-2-5575-6844,3817,64111,"Cena de Trabajo",536796,2025-04-01,544000,4
"Micaela Delafuente Escobedo",5574637,0,midees@tourket.com,midees,uBVELt4rb1dLz,"+56 2 5575 6844",3817,64111,"Cena de Trabajo",536799,2025-08-11,688000,4
"Sr. Octavio Sierra Morales",24247922,0,sr.2275@wass.com,Sr.morales,wM5oDCCWYTaMnF,"+56 9 5810 7686",720,66656,Aniversario,536806,2025-04-22,-4550000,10
"Ricardo Zavala Esquibel",2059006,8,ricardo1366@outluc.com,Ricardoesquibel,EznnUQx6,"+56 9 3764 3393",2148,69292,Vacaciones,536813,2025/08/30,375000,5
"Óscar Valle Zamora",9593992,9,O�scarzamora@viajesanma.com,ósvaza,iMj4xDgQ,"+56 2 8288 4287",5028,70938,"Salida con Amigos",536817,2025-05-01,366000,6
"Sta. Timoteo Valdés Rojas",12768874,5,Sta.rojas@wass.com,sttivaro,d1ysXM3wbitZ57,"+56 9 2311 7008",9890,70127,"Salida con Familia",536818,2025-01-03,1638000,9
"Isabel Olivera Delarosa",1298756,0,isolde@outluc.com,isabel1202,sEMIcmsZ4yUcQ5,"+56 9 0048 2005",9837,69324,"Salida con Familia",536825,2025-01-26,654000,3
"Carmen Guardado Uribe",21927241,3,carmen9329@@outluc.com,carmen5903,6aHsD8yovdRiPP,"+56 2 0948 5174",6282,70429,Vacaciones,536826,2025-06-06,2331000,9
,,,carmen9329@outluc.com,carmen5903,6aHsD8yovdRiPP,"+56 2 0948 5174",6282,70429,Vacaciones,,2025-08-16,,9
"Julio César Benítez Arevalo",8381240,0,jucOobear@wass.ceele,julio8726,a6CceSA4WFcAdO,+56-2-9731-4931,146,68858,"Cena de Trabajo",536832,2026-01-25,1192000,8
"Julio César Benítez Arevalo",8381240,0,jucOobear@wass.com,julio8726,a6CceSA4WFcAdO,"+56 2 9731 4931",146,68858,"Cena de Trabajo",536834,2026-02-14,1016000,8
"Leticia Menchaca Villalobos",14290412,8,leticia3424@tourket.com,Leticiavillalobos,H5MiT7beu,"+56 2 8596 0541",8585,61442,"Salida con Familia",536838,2026-03-02,904000,8
"Leticia Menchaca Villalobos",14290412,8,leticia3424@tourket.ceele,Leticiavillalobos,H5MiT7beu,"+56 2 8596 0541",8585,61442,"Salida con Familia",536845,2025-12-07,2608000,8
"María Teresa Caballero Tello",8.555.666,5,marOAa337@viajesanma.com,Maríatello,x47R9ljE,"+56 9 0338 5670",1201,61522,"Salida con Familia",536846,2025-12-04,300000,4
"María Teresa Caballero Tello",8555666,5,marOAa337@viajesanma.com,Maríatello,x47R9ljE,"+56 9 0338 5670",1201,61522,"Salida con Familia",536849,2025-06-21,420000,4
,,8,,marta1649,w7Il7JnlO,+56-9-3411-5455,735,66712,Aniversario,,,532000,2
"Julio Alaniz Alemán",12308087,4,julio9256@marmol.com,jualal,RPfjDPOik0,"+56 2 5781 3053",7700,64867,"Salida con Familia",536851,2025-02-02,520000,10
,,4,julio9256@marmol.com,,RPfjDPOik0,+56-2-5781-3053,,64867,"Salida con Familia",,2025-02-13,1370000,10
"Julio Alaniz Alemán",12308087,4,julio9256@marmol.ceele,jualal,RPfjDPOik0,"+56 2 5781 3053",7700,64867,"Salida con Familia",536858,2025-04-01,-870000,10
,,7,adpaba@tourket.ceele,,WjEsSC5eTE6cZr3f,"+56 2 3238 0637",,63131,Aniversario,536859,2025-03-31,700000,
"Adán Paredes Balderas",28.127.526,7,adpaba@tourket.com,adpaba,WjEsSC5eTE6cZr3f,+56-2-3238-0637,6872,63131,Aniversario,536867,2025-10-01,567000,7
"Julio César Oquendo Alba",14909441,5,julio3361@outluc.com,Julioalba,fFu8Dy66I8Y,"+56 2 0107 9542",767,62067,"Cena de Trabajo",536868,2025-08-11,850000,5
"Julio César Oquendo Alba",14909441,5,julio3361@outluc.com,Julioalba,fFu8Dy66I8Y,"+56 2 0107 9542",767,62067,"Cena de Trabajo",536869,2025-01-09,950000,5
"Tomás Ayala Linares",7644353,0,tomOes9802@outluc.com,tomás2963,36ohRiPpIux,"+56 2 0719 1023",8296,65379,Aniversario,536874,2025-01-27,567000,7
"Marcela Puente Lemus",16725386,5,Marcelalemus@wass.com,marcela2218,8VSd0YpeyV,"+56 9 7227 2329",1522,71596,"Salida con Familia",536878,2025-08-24,615000,5
"Marcela Puente Lemus",16725386,5,Marcelalemus@wass.com,marcela2218,8VSd0YpeyV,"+56 9 7227 2329",1522,71596,"Salida con Familia",536879,2026-01-21,250000,5
"Sr. Fernando Urrutia García",10201727,7,sr.3454@marmol.com,Sr.garcía,tgL631ySrth5Z,"+56 2 0776 2520",3327,68745,Vacaciones,536880,2025-03-02,760000,8
"Sr. Fernando Urrutia García",10201727,7,sr.3454@marmol.com,Sr.garcía,tgL631ySrth5Z,"+56 2 0776 2520",3327,68745,Vacaciones,536881,2025-02-01,704000,8
"Sr. Jerónimo Montes Reyes",1877657,0,srjemore@edubus.cal,sr.3859,iAtRZy15,"+56 2 4778 9783",7025,63626,"Cena de Trabajo",536882,2025-06-15,955000,5
"Josefina Hernández Robledo",19635968,0,johero@tourket.com,Josefinarobledo,1Fppu7KkGW,"+56 9 6828 0215",8069,68927,Vacaciones,536883,2025-10-08,-1200000,10
"Sra. Sonia Ulibarri Benítez",16185754,8,sra.6894@tourket.com,sra.4110,dumPZh8UH,"+56 2 4989 6204",3904,62357,"Cena de Trabajo",536884,2025-04-19,291000,1
,16.185.754,,sra.6894@tourket.com,,,"+56 2 4989 6204",3904,62357,"Cena de Trabajo",536891,,195000,1
"Sra. Sonia Ulibarri Benítez",16185754,8,sra.6894@tourket.ceele,sra.4110,dumPZh8UH,"+56 2 4989 6204",3904,62357,"Cena de Trabajo",536896,2025-02-23,46000,1
"Mariano Tejada Guardado",15.045.648,7,mategu@tourket.ceele,mariano6951,h06cRjISx8Lf,"+56 2 4516 5533",2239,62314,"Salida con Amigos",536897,2025-09-24,-112000,8
"Mariano Tejada Guardado",15045648,7,mategu@tourket.com,mariano6951,h06cRjISx8Lf,"+56 2 4516 5533",2239,62314,"Salida con Amigos",536905,2025-03-14,728000,8
"Mariano Tejada Guardado",15.045.648,7,mategu@tourket.ceele,mariano6951,h06cRjISx8Lf,"+56 2 4516 5533",2239,62314,"Salida con Amigos",536913,2025-05-04,320000,8
"Rubén Mesa Alcala",17685893,1,RubOonalcala@edubus.ceele,Rubénalcala,QHl3k1IKj,"+56 9 1699 5488",2455,65185,Aniversario,536914,2025-02-07,987000,7
"Timoteo de Jesús Zambrano",6054370,4,tidejeza@tourket.com,timoteo6493,n1O0kS28,"+56 2 9445 1043",6422,66468,"Salida con Amigos",536915,2025-01-04,995000,5
"Timoteo de Jesús Zambrano",6054370,4,tidejeza@tourket.ceele,timoteo6493,n1O0kS28,"+56 2 9445 1043",6422,66468,"Salida con Amigos",536918,2025-01-08,965000,5
"Timoteo de Jesús Zambrano",6054370,4,tidejeza@tourket.com,timoteo6493,n1O0kS28,"+56 2 9445 1043",6422,66468,"Salida con Amigos",536923,2025-01-09,2410000,5
,3773089,0,Sta.vallejo@tourket.com,,z5yk0z9z1hAO,"+56 2 5778 1583",1328,,Vacaciones,,2025-03-30,,9
"Sta. Rodrigo Ramos Vallejo",3773089,0,Sta.vallejo@tourket.com,strorava,z5yk0z9z1hAO,"+56 2 5778 1583",1328,66644,Vacaciones,536935,2025-02-04,2583000,9
"Sta. Rodrigo Ramos Vallejo",3773089,0,Sta.vallejo@tourket.com,strorava,z5yk0z9z1hAO,"+56 2 5778 1583",1328,66644,Vacaciones,536936,2025-04-08,1305000,9
"Maricarmen Zarate Huerta",21.124.208,6,mazahu@edubus.cal,maricarmen3282,kR3mS3M25a,"+56 2 9836 8397",1496,64889,"Salida con Amigos",536939,2026-08-02,-332000,2
"Eva Mota Arredondo",6993612,1,evmoar@outluc.com,evmoar,yNMyKqFd66zw4yKf,"+56 2 7904 9975",5425,65880,"Salida con Amigos",536947,2026-03-12,1673000,7
"Sta. Pedro Mendoza Lugo",3757951,3,stpemelu@tourket.com,sta.8431,ys23LiMj1W,"+56 9 4940 5434",1398,66323,"Cena de Trabajo",536952,2025-01-16,1570000,10
"Sta. Pedro Mendoza Lugo",3757951,3,stpemelu@tourket.com,sta.8431,ys23LiMj1W,"+56 9 4940 5434",1398,66323,"Cena de Trabajo",536953,2025-06-14,900000,10
"Arturo Guajardo Calderón",22690539,1,arturo6055@@edubus.cal,arguca,D7TWrVLprJ2sDYo,"+56 9 9687 5914",7683,71869,"Salida con Amigos",536954,2026-03-13,136000,1
"Sr. Rubén Salgado Briseño",11294840,6,Sr.briseO�o@marmol.com,sr.1596,AvFuhcQ3i6IdwX,"+56 2 7428 7723",1497,71300,"Cena de Trabajo",536958,2025-02-23,234000,1
"Sr. Rubén Salgado Briseño",11294840,6,Sr.briseO�o@marmol.com,sr.1596,AvFuhcQ3i6IdwX,"+56 2 7428 7723",1497,71300,"Cena de Trabajo",536959,2025-04-29,56000,1
"Sta. Arturo Armendáriz Roldán",12035272,5,sta.2557@tourket.ceele,stararro,B16Okxipa1lkFK,"+56 9 9564 4374",6877,62071,"Salida con Amigos",536960,2025/07/26,1072000,8
"Sta. Arturo Armendáriz Roldán",12035272,5,sta.2557@tourket.com,stararro,B16Okxipa1lkFK,"+56 9 9564 4374",6877,62071,"Salida con Amigos",536967,2025-06-24,1400000,8
"Alfredo Cadena Portillo",10586750,6,Alfredoportillo@viajesanma.com,alcapo,HukNhiJSC4QrPi,"+56 2 6567 7632",1647,67547,Vacaciones,536968,2026-01-01,950000,5
"Raquel Ávalos Quiñones",519626,4,raOevqu@wass.com,Raquelquiñones,GiPx9fWm,"+56 9 5573 9886",778,69485,Aniversario,536974,2026-01-13,224000,7
"Raquel Ávalos Quiñones",519626,4,raOevqu@@wass.com,Raquelquiñones,GiPx9fWm,"+56 9 5573 9886",778,69485,Aniversario,536975,2025-09-09,1554000,7
"Raquel Ávalos Quiñones",519626,4,raOevqu@wass.com,Raquelquiñones,GiPx9fWm,"+56 9 5573 9886",778,69485,Aniversario,536982,2026-01-13,2121000,7
"Alfonso Castro Armijo",22106190,0,alcaar@edubus.cal,alfonso8537,H2odKNb26,"+56 9 1674 8561",5673,67170,"Salida con Familia",536987,2026-01-05,200000,4
"Guillermina Briseño Rivera",28676759,1,gubrri@wass.com,gubrri,P86ncLrJG97DA,"+56 9 8696 1042",1745,65032,Vacaciones,536993,2025-01-05,352000,8
"Guillermina Briseño Rivera",28676759,1,,gubrri,,+56-9-8696-1042,1745,65032,,,,1496000,8
"Isabel Roybal Balderas",20430778,4,isabel7448@marmol.com,isabel3836,0KDmB8yhPHAcffc,"+56 9 9407 9052",6273,69084,"Salida con Familia",536997,2025-05-29,496000,4
"Sta. Gilberto Colón Pedroza",6201248,0,Sta.pedroza@wass.com,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,64042,"Salida con Familia",536998,2025-03-30,2673000,9
"Sta. Gilberto Colón Pedroza",6201248,0,Sta.pedroza@wass.com,stgicope,Qob59cR3X7Xv13x1,"+56 9 8206 7568",1630,64042,"Salida con Familia",536999,2025-04-05,963000,9
"Sr. Yolanda Roybal Gracia",18718566,1,sryorogr@outluc.com,sryorogr,IebLNtP0,"+56 9 5036 2511",9085,69909,Aniversario,537000,2025-08-04,1820000,5
"César Centeno Iglesias",27072823,5,cOoceig@viajesanma.ceele,Césariglesias,6isrYLrKF5kQ,"+56 9 1725 0360",166,71831,"Salida con Amigos",537001,2026-02-10,368000,8
"César Centeno Iglesias",27.072.823,5,cOoceig@viajesanma.com,Césariglesias,6isrYLrKF5kQ,"+56 9 1725 0360",166,71831,"Salida con Amigos",537004,2025-10-31,856000,8
"José María Espino Pulido",1664249,5,josOo3814@outluc.com,josé7050,JXyFUp9LWuC,"+56 2 7520 1497",4832,66154,"Salida con Amigos",537008,2025-10-30,978000,6
"Nicolás Torres Ybarra",26.381.791,5,nitoyb@tourket.com,Nicolásybarra,jTzz1b6nMjY,"+56 9 9713 3558",4922,64570,"Salida con Amigos",537016,2025/01/09,269000,1
"Nicolás Torres Ybarra",26381791,5,nitoyb@tourket.com,Nicolásybarra,jTzz1b6nMjY,"+56 9 9713 3558",4922,64570,"Salida con Amigos",537024,2025-05-29,272000,1
"Daniela Vargas Olvera",26538901,5,Danielaolvera@viajesanma.com,davaol,jp0dXxWn,"+56 9 5189 7038",923,66047,"Salida con Amigos",537025,2025-02-18,3104000,8
"Sra. Margarita Duran Heredia",16720064,8,sra.8173@@tourket.com,srmaduhe,Bgy1yNeJnCUoY,"+56 2 7492 7002",2270,66257,Aniversario,537026,2025-03-28,440000,8
"Norma Almanza Villaseñor",15782404,0,NormavillaseO�or@wass.com,norma3006,RG1hSXD7yyf3G,"+56 9 9544 0986",8332,70315,Aniversario,537027,2026-10-05,3474000,9
"Marisol Villanueva Segovia",3845349,1,marisol6988@outluc.com,marisol7682,rdlYFxr8ZuTN0K,"+56 2 3987 1783",5527,66871,"Cena de Trabajo",537028,2025-12-06,405000,5
,24728263,7,guadalupe8182@wass.com,Guadalupemontalvo,,,6774,68163,,537034,2025/12/10,-651000,
"Guadalupe Laureano Montalvo",24728263,7,guadalupe8182@wass.com,Guadalupemontalvo,gn39tgBsL4,"+56 9 6049 7748",6774,68163,"Salida con Familia",537041,2025-06-19,1778000,7
"Sr. Rocio Lomeli Tejeda",10542009,9,sr.4619@outluc.com,sr.7362,D4SyapnCxoOS9,+56-2-8715-3348,3365,69047,Aniversario,537044,2025-03-13,1480000,10
"Sr. Rocio Lomeli Tejeda",10542009,9,sr.4619@outluc.com,sr.7362,D4SyapnCxoOS9,"+56 2 8715 3348",3365,69047,Aniversario,537045,2026-04-09,530000,10
"Sr. Rocio Lomeli Tejeda",10542009,9,sr.4619@outluc.com,sr.7362,D4SyapnCxoOS9,"+56 2 8715 3348",3365,69047,Aniversario,537051,2025-05-28,1470000,10
"Sta. Timoteo Valdés Rojas",12768874,5,Sta.rojas@wass.com,sttivaro,d1ysXM3wbitZ57,"+56 9 2311 7008",9890,70553,Aniversario,537054,2025-03-25,366000,2
"Mariano Ramón Zúñiga",572042,7,MarianozOUO�iga@outluc.com,marazú,BiOIwFQw3wPGwUbC,"+56 2 9828 8204",6098,65338,Aniversario,537059,2025-07-12,396000,6
"Sta. José María Sedillo Alemán",5621251,5,Sta.alemOen@tourket.com,stjomaseal,8tYXk33v9,"+56 9 6665 1019",8339,69907,"Cena de Trabajo",537060,2025-02-17,360000,10
"Manuela Solano Lara",22593423,,masola@@outluc.com,masola,,,4030,69836,Vacaciones,537061,,-1200000,
"Manuela Solano Lara",22593423,1,masola@outluc.com,masola,rSBodIkhACz44zk,"+56 2 4921 9874",4030,69836,Vacaciones,537066,2025-09-28,640000,8
"Manuela Solano Lara",22593423,1,masola@outluc.com,masola,rSBodIkhACz44zk,"+56 2 4921 9874",4030,69836,Vacaciones,537072,2025-12-30,952000,8
"Armando Valdés Alemán",28710401,4,ArmandoalemOen@edubus.cal,Armandoalemán,u9upL21csF00Jyue,"+56 9 0071 9801",4811,68651,Vacaciones,537078,2025-02-03,272000,1
"Armando Valdés Alemán",28710401,4,ArmandoalemOen@edubus.cal,Armandoalemán,u9upL21csF00Jyue,"+56 9 0071 9801",4811,68651,Vacaciones,537079,2025-03-05,151000,1
"Sta. Esteban Quintana Sisneros",7374852,6,stesqusi@edubus.cal,sta.9785,Vwx1dGb5k,"+56 2 5519 0667",6368,69553,Vacaciones,537083,2025-11-19,640000,5
"Sta. Esteban Quintana Sisneros",7374852,6,stesqusi@edubus.cal,sta.9785,Vwx1dGb5k,"+56 2 5519 0667",6368,69553,Vacaciones,537084,2025-08-18,560000,5
"Sta. Esteban Quintana Sisneros",7.374.852,6,stesqusi@edubus.cal,sta.9785,Vwx1dGb5k,+56-2-5519-0667,6368,69553,Vacaciones,537085,2025-02-18,-855000,5
"Javier Almaraz Granado",11.667.546,3,jaalgr@@edubus.cal,Javiergranado,9vyQyMh6bJx,"+56 2 5661 7834",3010,65195,Vacaciones,537086,2025-01-31,51000,1
"Graciela Perales Carrero",12101539,0,graciela3115@edubus.cal,grpeca,0LqjVA2q,"+56 2 8123 6714",3259,65524,"Salida con Amigos",537092,2025/03/20,2583000,7
"Rubén Muñiz Aranda",23845344,5,RubOonaranda@tourket.com,Rubénaranda,xcXR2w0kG1fd,"+56 2 7750 1930",1555,68885,"Cena de Trabajo",537093,2025-01-30,265000,5
"Rubén Muñiz Aranda",23845344,5,RubOonaranda@tourket.com,Rubénaranda,xcXR2w0kG1fd,"+56 2 7750 1930",1555,68885,"Cena de Trabajo",537098,2025-01-28,305000,5
"María Teresa Armas Salgado",18032556,5,MarOAasalgado@tourket.com,Maríasalgado,LtNhB78QcUE,"+56 9 3823 0846",8556,71458,"Salida con Amigos",537101,2025-05-24,255000,5
"María Teresa Armas Salgado",18032556,5,MarOAasalgado@tourket.com,Maríasalgado,LtNhB78QcUE,"+56 9 3823 0846",8556,71458,"Salida con Amigos",537103,2025-09-26,670000,5
"María Teresa Armas Salgado",18032556,5,MarOAasalgado@tourket.com,Maríasalgado,LtNhB78QcUE,"+56 9 3823 0846",8556,71458,"Salida con Amigos",537109,2025/09/10,915000,5
"Sra. Ana Torres Quintanilla",24149360,1,srantoqu@edubus.cal,sra.7510,s9kfxFywB,"+56 9 2418 1438",2967,67802,"Salida con Familia",537116,2026-07-26,-1105000,5
"Patricia Quintanilla Collado",4154721,9,patricia8671@tourket.com,paquco,7yP6g4ZO3AqN9KO,"+56 9 4196 2839",854,64866,"Salida con Amigos",537195,2025-04-25,301000,7
"Sra. Ana Torres Quintanilla",24149360,1,srantoqu@edubus.cal,sra.7510,s9kfxFywB,"+56 9 2418 1438",2967,67802,"Salida con Familia",537117,2025-01-14,335000,5
"Sra. Ana Torres Quintanilla",24149360,1,srantoqu@edubus.cal,sra.7510,s9kfxFywB,+56-9-2418-1438,2967,67802,"Salida con Familia",537122,2026-01-04,755000,5
"Clemente Solís Barragán",6467234,7,clsoba@marmol.com,clsoba,9tsIeJC5I,"+56 2 8684 1629",8283,67003,Aniversario,537126,2025-08-31,1800000,9
"Clemente Solís Barragán",6.467.234,7,clsoba@@marmol.com,clsoba,9tsIeJC5I,"+56 2 8684 1629",8283,67003,Aniversario,537129,2025-10-08,1935000,9
"Hernán Orosco Zaragoza",22808213,9,HernOenzaragoza@edubus.ceele,hernán2176,tvlQXzhbEH3U,+56-2-1240-1629,5080,64263,"Cena de Trabajo",537130,2025-03-12,380000,2
