id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
237,guocro846@viajesanma.com,84251,49000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.,Seguro de Equipaje y Efectos Personales
238,david4168988@wass.com,84273,,,,
239,esrodean849@outluc.com,84319,,,,
240,manuela8638832@tourket.com,,13000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",,Seguro de Asistencia Médica
241,Sta.urías548@edubus.cal,84417,,,,
242,Marisolamaya375@edubus.cal,84456,96000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
243,césar4731601@tourket.com,84462,,,,
244,,84522,,,,
245,miguel6197540@edubus.cal,84531,11000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
246,Sra.ávila253@tourket.com,84542,,,,
247,Sra.ávila253@tourket.com,84543,,,,
248,Sta.molina427@wass.com,84562,,,,
249,Sta.molina427@wass.com,84563,58000,,Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
250,Sta.molina427@wass.com,84564,9000,,Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
251,,84578,,,,
252,Mariogastélum767@tourket.com,84580,22000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Confuturo S.A.,Seguro de Asistencia Médica
253,Mariogastélum767@tourket.com,,,,,
254,Mariogastélum767@tourket.com,84593,,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
255,,84624,,,,
256,carolina1243398@marmol.com,84647,63000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
257,mónica8949391@wass.com,84675,,,,
258,ester2567245@outluc.com,84705,12000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",,Seguro por Demoras en el Viaje
259,majobrha614@marmol.com,84723,62000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
260,majobrha614@marmol.com,84730,,,,
261,silvia7626610@edubus.cal,84758,,,,
262,racová412@tourket.com,84768,,,,
263,racová412@tourket.com,84770,,,,
264,teeses724@marmol.com,84790,40000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
265,iscagu257@outluc.com,84797,,,,
266,iscagu257@outluc.com,84799,99000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",,Seguro de Interrupción del Viaje
267,Sta.arenas800@tourket.com,84810,,,,
268,magagu212@tourket.com,84822,,,,
269,Rosaliaespinal416@outluc.com,84837,,,,
270,Carolinaborrego238@marmol.com,84891,,,,
271,srrotece660@tourket.com,84911,,,,
272,srrotece660@tourket.com,84914,,,,
273,Barbarasandoval905@tourket.com,84920,,,,
274,Martacenteno679@marmol.com,84939,21000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
275,,84959,,,,
276,andrea8585216@edubus.cal,85020,31000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
277,,85038,,,,
278,,85051,,,,
279,,85070,12000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
280,horacio8321895@wass.com,85099,,,,
281,guagde444@tourket.com,85143,,,,
451,raúl1641784@viajesanma.com,90187,,,,
452,sr.6831640@edubus.cal,90286,,,,
282,srsabaza802@viajesanma.com,,25000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
283,saarag430@edubus.cal,85207,,,,
284,,85231,,,,
285,alejandra2758964@viajesanma.com,85235,,,,
286,Raúlvalencia784@wass.com,85325,,,,
287,césar6595241@wass.com,85358,71000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",,Seguro de Responsabilidad Civil
288,,85369,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,Seguro de Responsabilidad Civil
289,meseve940@outluc.com,85406,66000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",,Seguro por Demoras en el Viaje
290,meseve940@outluc.com,85408,88000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,
291,salvador7196389@outluc.com,85506,77000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
292,germán7896769@wass.com,85530,67000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
293,oleles405@viajesanma.com,85548,,,,
294,oleles405@viajesanma.com,85559,,,,
295,oleles405@viajesanma.com,85561,,,,
296,Antonianaranjo548@edubus.cal,85579,,,,
297,Marisoldomínquez680@wass.com,85590,,,,
298,estela7596142@edubus.cal,85682,77000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
299,Santiagoabeyta439@marmol.com,85728,82000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
300,Santiagoabeyta439@marmol.com,,15000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro por Demoras en el Viaje
301,,85810,94000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Interrupción del Viaje
302,,85930,,,,
303,esteban7685386@outluc.com,85942,,,,
304,conchita9423845@viajesanma.com,85950,,,,
305,Sr.macías214@marmol.com,85956,73000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",,Seguro por Demoras en el Viaje
306,francisco5086593@viajesanma.com,86031,,,,
307,francisco5086593@viajesanma.com,86034,53000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
308,francisco5086593@viajesanma.com,86039,48000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
309,cajuvi986@marmol.com,,,,,
310,mario3024191@tourket.com,86132,63000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
311,,86136,,,,
312,josé2968921@edubus.cal,86150,,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
313,alejandro2734446@viajesanma.com,86170,,,,
314,,86232,,,,
315,Emiliopadilla663@viajesanma.com,,95000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
316,víctor2838763@viajesanma.com,86356,,,,
317,Gabrielmatos922@marmol.com,86387,,,,
318,saveal718@tourket.com,,,,,
319,débora9963269@wass.com,,,,,
320,,86633,,,,
321,Luisportillo880@marmol.com,86659,,,,
322,srromoyá724@viajesanma.com,86703,,,,
323,dosaro280@edubus.cal,86723,57000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
324,lorenzo6939609@viajesanma.com,,,,,
325,,86921,69000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
326,Sr.tirado913@outluc.com,86930,,,,
327,Santiagoabeyta439@marmol.com,,,,,
328,felipe8077959@edubus.cal,86953,,,,
329,felipe8077959@edubus.cal,,,,,
330,claudio5165940@outluc.com,86993,54000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
331,,87011,5000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
332,,87037,,,,
333,clmoyá766@wass.com,,,,,
334,clmoyá766@wass.com,87045,48000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",,Seguro de Equipaje y Efectos Personales
335,maría4964879@edubus.cal,87053,43000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Confuturo S.A.,Seguro de Interrupción del Viaje
336,,87055,,,,
337,Gustavozelaya652@edubus.cal,87119,,,,
338,Eduardoprado163@viajesanma.com,87126,9000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
339,Evaquintana821@wass.com,87138,,,,
340,Carolinaborrego238@marmol.com,87196,,,,
341,maría8320682@viajesanma.com,87274,,,,
342,,87324,,,,
343,dacave754@wass.com,87344,,,,
453,sr.6831640@edubus.cal,90287,,,,
12509,,,,,,
344,Sr.cerda516@viajesanma.com,87347,30000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
345,marco3070191@viajesanma.com,87411,88000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
346,Sra.rodarte459@edubus.cal,87443,99000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Confuturo S.A.,Seguro de Asistencia Médica
347,jacobo3693162@viajesanma.com,87479,71000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
348,,87480,38000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",Vida Cámara S.A.,Seguro de Asistencia Médica
349,clméco964@outluc.com,87487,,,,
350,,,,,,
351,maría8334850@viajesanma.com,87532,,,,
352,Elvirahinojosa356@viajesanma.com,87571,,,,
353,Elvirahinojosa356@viajesanma.com,87582,76000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.,Seguro de Asistencia Médica
354,Elvirahinojosa356@viajesanma.com,87585,,,,
355,ricardo4037213@viajesanma.com,,93000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,Seguro de Asistencia Médica
356,germán6297539@tourket.com,87637,5000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
357,srcapaar389@wass.com,87697,55000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
358,meseve940@outluc.com,87758,46000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
359,francisca1636647@edubus.cal,87809,33000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
360,francisca1636647@edubus.cal,87816,,,,
361,cosamo785@tourket.com,87827,15000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
362,Antoniamurillo361@wass.com,87875,18000,,,Seguro de Cancelación de Viaje
363,pilar4142622@outluc.com,87895,,,,
364,lola5393671@viajesanma.com,87900,,,,
365,leonor984854@edubus.cal,87920,97000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
366,,87937,,,,
367,gemara488@outluc.com,87943,5000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Cancelación de Viaje
368,gemara488@outluc.com,87944,,,,
369,luis7451149@outluc.com,,,,,
370,Mónicalozano442@edubus.cal,87986,42000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
371,,88025,,,,
372,sta.4045954@edubus.cal,88042,,,,
373,Timoteoferrer745@tourket.com,,53000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Consorcio Nacional de Seguros Vida S.A.,Seguro por Demoras en el Viaje
374,sehiyb598@tourket.com,88086,45000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Equipaje y Efectos Personales
375,sehiyb598@tourket.com,88088,,,,
376,sehiyb598@tourket.com,88093,,,,
377,Césarlara991@viajesanma.com,88113,13000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
378,Gerardoarchuleta531@outluc.com,88129,,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
379,Fernandoguzmán989@wass.com,88144,,,,
380,rocio3377114@tourket.com,88154,,,,
381,adriana3255916@marmol.com,88161,64000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
382,gamaap940@marmol.com,88168,56000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Cancelación de Viaje
383,sra.7016199@viajesanma.com,88225,,,,
