nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Lucas Domínguez Frías,Lucasfrías890@edubus.cal,FxE1t32jYUb,lucas3116305,+56 2 9917 6453,,5094,,,,
Ramiro Alcaraz Garza,Ramirogarza269@wass.com,w4KPiDWRFX,Ramirogarza930,+56 9 9967 1799,2593023,-7112,,,,1
Rosa Guajardo Torres,roguto488@viajes.cl,XJgwdm3D13m3nWH,roguto911,+56 2 4189 1688,,,Diurno,Consalud,Full time,
Micaela Mota Quiroz,Micaelaquiroz905@outluc.com,,,+56 2 2348 0368,-9859268,7245,,,,7
Hernán Ojeda Mondragón,heojmo408@viajesanma.com,VwLH4MoJuipu8Zy,,+56 9 9949 2252,14296624,4805,,,,7
Josefina Vera Téllez,Josefinatéllez916@edubus.cal,sKtY0iROknlMTSG,josefina8605455,+56 9 9311 9374,12417924,,,,,6
Sara Balderas Carrasco,sabaca244@viajes.cl,q1Egxe2BYdj7zsq5,Saracarrasco753,+56 9 5680 6928,22196521,,Nocturno,Banmédica,Part time,3
Margarita Fajardo Villagómez,margarita3548373@edubus.cal,cr3hh0Dy0b,mafavi184,+56 2 6175 7891,4628606,0,,,,5
Gloria Esquibel Roldán,Gloriaroldán400@edubus.cal,WdPOKHK2,Gloriaroldán816,+56 2 3277 6812,,6800,,,,
Sta. Juan Terán Roldán,stjutero969@tourket.com,GyW4u0gJTgzfgrFn,Sta.roldán635,+56 9 8763 4206,9942747,0,,,,7
Jesús Jaramillo Hernandes,Jesúshernandes625@wass.com,c1MRgvRtmB5gXJ,Jesúshernandes872,+56 2 4383 0405,20853339,0,,,,8
Sr. Eduardo Espino Alejandro,sredesal202@marmol.com,FsWNbGI7aPeog2w,Sr.alejandro322,+56 2 3614 2275,15862713,5268,,,,2
Miguel Maldonado Corral,mimaco244@viajes.cl,JBMD0PAajMhX,mimaco697,+56 9 2867 3079,9594552,,Diurno,Colmena,Part time,K
Sta. Carolina Dávila Montero,Sta.montero723@edubus.cal,XlYT5muXG,stcadámo241,,22132438,564,,,,2
Diana Montoya Aguilera,Dianaaguilera969@viajes.cl,6m4rs02B,dimoag871,+56 9 7620 4034,,,Nocturno,,Full time,
Virginia Adame Serrato,Virginiaserrato326@edubus.cal,OWsxO3VVxaRt,Virginiaserrato329,+56 9 6530 8675,28169061,14680,,,,2
Sr. Guillermina Salinas Espinosa,srgusaes484@outluc.com,9Kq0qqSmzYVwKY5,Sr.espinosa149,+56 9 0136 3450,9600790,-3021,,,,6
Micaela Sotelo Porras,micaela4177291@tourket.com,0zB4TeFQT,micaela6583372,+56 2 5210 2783,10370733,9190,,,,1
Sra. Maricarmen Quiñónez Mata,srmaquma481@wass.com,Wj36ubpLBMqeF,sra.241420,+56 2 6287 5718,7530869,2216,,,,8
Lorenzo Santana Delapaz,losade601@outluc.com,2qneoGgeAuDNb95,losade937,+56 9 8973 0203,5520957,0,,,,K
,maricarmen5245481@wass.com,3Silf94ZXZCXzwdJ,Maricarmenpalacios976,+56 9 2062 2649,21922213,11060,,,,0
Marisol Serrato Carbajal,Marisolcarbajal216@outluc.com,,Marisolcarbajal311,+56 2 4826 3814,27957661,2064,,,,6
Juan Cano Salcedo,jucasa710@tourket.com,n1w1e9xfO,jucasa988,+56 2 2906 2840,28635796,,,,,2
Vicente Urbina Valladares,Vicentevalladares956@tourket.com,cF73nrIZ8vP,Vicentevalladares603,+56 2 6276 9063,13313319,18780,,,,4
Sta. Emilio Sarabia Brito,sta.9844799@viajes.cl,9y0qm5XL,sta.3167180,+56 9 2206 4235,2865906,,Diurno,Colmena,Full time,7
María Eugenia Palacios Delapaz,maría5802899@viajes.cl,K7Qki0xn7d,maeupade969,+56 2 4938 7423,3633732,,Diurno,Colmena,Part time,K
,Victoriaoquendo513@tourket.com,YD3SlESuqa4f,victoria6448255,+56 2 9270 5051,24743941,10108,,,,2
Arturo Balderas Gollum,arbago102@marmol.com,wCO6Smgg5OXoiX,arbago180,+56 2 6735 6316,3276513,2933,,,,0
Estela Ruiz Colón,esruco932@marmol.com,EYN0iambz,estela6738649,+56 2 7721 5152,23316419,15852,,,,4
Daniela Girón Terrazas,Danielaterrazas901@edubus.cal,NMwo3Gbl43pJPe,daniela2442149,,637919,0,,,,2
Julia Dávila Feliciano,judáfe573@viajesanma.com,e7PrNp6s0brs,julia569202,+56 2 5154 9643,25068318,0,,,,9
Rosa Reynoso Márquez,rosa4990751@viajes.cl,3V5YFiizPggzLu,Rosamárquez335,+56 2 1037 1504,,,Nocturno,Banmédica,Full time,
Carlos Sierra Uribe,Carlosuribe251@viajesanma.com,izdaW2hcWnrydS,carlos2151194,+56 2 2330 0356,28788420,,,,,6
Micaela Pacheco Navarro,Micaelanavarro721@viajes.cl,CXb8r2Jw,,+56 2 8066 2893,21820785,,Diurno,Banmédica,Full time,5
Patricia Rubio Matías,patricia1999310@viajes.cl,E8xj1QadLQ6gbn,paruma669,+56 9 0764 1928,29782123,,Diurno,Colmena,Full time,7
Sr. Isabel Henríquez Batista,Sr.batista377@viajes.cl,9UVoTsKymU,srisheba453,+56 9 7842 1735,6158981,,Diurno,Más vida,,3
Pedro Gaitán Loya,pedro4252530@wass.com,85Z78kbQfSxJ,pegalo397,+56 9 0742 8457,10569845,6363,,,,3
Sra. Maricarmen Galván Botello,sra.3992295@viajes.cl,pc2VfQSD24iKFshD,Sra.botello477,+56 9 8050 9442,16425901,,Nocturno,Banmédica,Full time,3
Francisca Henríquez Cervantes,Franciscacervantes436@tourket.com,IbUv7R7Ay1g5uAno,Franciscacervantes348,+56 9 9012 1479,,5260,,,,
,maría9006848@edubus.cal,gpyWc6w0oLdM10fH,Maríaquesada301,+56 2 5640 1734,1610962,15772,,,,2
Teresa Medina Rivas,temeri206@edubus.cal,Jwzcu4NTGIgqr65,temeri766,+56 9 2660 6922,7055640,5650,,,,5
Vicente Rentería Angulo,Vicenteangulo491@viajes.cl,UoIx1yjqvaj5zZd4,virean376,+56 2 4853 2622,28090922,,Nocturno,Consalud,Part time,K
Mateo Orozco Páez,maorpá777@edubus.cal,6xQtBvNP,maorpá943,+56 9 7568 4195,5248911,4225,,,,3
,alcato224@marmol.com,2rIlFEyXM2vsqvt,,+56 2 0224 0679,1913969,4976,,,,7
Sra. Cecilia García Sáenz,srcegasá733@viajes.cl,xG83qQ3YHyvY,sra.7059841,+56 2 5967 1663,398475,,Diurno,Consalud,Full time,3
,luz7344853@viajes.cl,ixIY0PTXqyPP3j,luhupu467,+56 9 0223 3403,29155756,,Diurno,Consalud,Full time,2
Lourdes Sepúlveda Jaime,Lourdesjaime278@outluc.com,Q7RcHIJwDsTKY9,Lourdesjaime846,+56 2 7734 5273,921365,19386,,,,1
Alejandro Mayorga Lara,almala353@outluc.com,G8xqFEsGKoPK5kK,almala398,+56 9 5616 4985,4044919,0,,,,1
José Moreno Gastélum,josé2968921@edubus.cal,WrbykHHK2wz2vX0,jomoga101,+56 2 4743 2312,20023984,906,,,,9
Armando Carvajal Espinal,arcaes311@outluc.com,EyCHH4WTca,armando985499,,15161018,0,,,,8
Ana Luisa Fajardo Ochoa,,,ana8664771,+56 9 4417 0950,26527231,18609,,,,2
Sta. Emilio Muñiz Navarro,,781pq3Y891,,+56 9 5842 8362,22636534,4428,,,,6
Daniela Maldonado Candelaria,Danielacandelaria184@viajes.cl,dqoGoZgSJo2,Danielacandelaria865,,13183093,,Nocturno,Banmédica,Part time,9
José Anguiano Ballesteros,Joséballesteros167@tourket.com,g89XkyYnk8aUEM,joanba351,+56 2 1174 2957,4498772,306,,,,4
Guadalupe Garay Elizondo,gugael943@outluc.com,PAtO0r7vwR,guadalupe7736285,+56 9 8931 1783,20504790,0,,,,5
Elena Barela Montez,elbamo860@viajes.cl,HwSkxvtskg9,,+56 2 7092 9744,29914427,,Nocturno,Banmédica,Full time,5
Lucia Bernal Verduzco,Luciaverduzco512@marmol.com,s892Etj7BlSJY2,Luciaverduzco374,+56 9 3176 0291,25757044,7042,,,,4
,Sra.huerta265@viajesanma.com,z1YBqW84L,Sra.huerta985,+56 9 4756 4626,21967721,0,,,,9
Vicente Raya Valverde,virava360@viajesanma.com,nMzhPhS0nz0,Vicentevalverde628,+56 9 6790 5112,20464731,,,,,3
Sr. Lorena Galván Romo,srlogaro943@viajes.cl,Jha2gjnDLoVa,Sr.romo162,+56 9 3030 6153,8786563,,Nocturno,Fonasa,Full time,0
Natalia Rosas Robles,naroro910@viajes.cl,RPtwqafNHQ883c0V,natalia6651745,+56 9 1704 3637,19467370,,Nocturno,Más vida,Full time,1
Sta. Enrique Perea Ayala,sta.7382558@viajesanma.com,C4pTtRjBNg5,Sta.ayala225,+56 9 7181 9024,17636096,0,,,,8
Octavio Saldaña Soria,,QGn3XANbIrv,Octaviosoria202,+56 9 2879 4219,21147606,16235,,,,0
,pabear838@viajes.cl,qnrGQab1M6s36eR,patricio2188655,+56 9 1315 4607,,,Nocturno,Consalud,Full time,
Sofia Amador Portillo,Sofiaportillo314@viajes.cl,Fu507bKgtjZz,sofia5165830,+56 2 8606 0411,4538381,,Diurno,Consalud,Part time,4
Sta. Manuel Ureña Segovia,sta.179300@wass.com,637H6dekH,Sta.segovia738,+56 9 0379 0519,27882682,,,,,1
José Montemayor Pantoja,jomopa723@wass.com,V4J7N0v3doRFbg6,josé8018377,+56 2 2197 7348,3327143,-4906,,,,3
Alberto Rentería Zamora,Albertozamora667@wass.com,IBpisquSzVPm5n,alreza142,,28623851,5575,,,,3
Rosa Tórrez Guevara,rotógu154@edubus.cal,7iE4k9Yg1HkN,rotógu382,+56 2 3044 4487,15347151,14458,,,,7
Tomás Cortez Rodarte,tocoro155@outluc.com,M6gQMotCgsvoCVa,Tomásrodarte166,+56 2 1885 1641,13528104,0,,,,2
Ramón Jurado Verduzco,Ramónverduzco522@viajes.cl,JBuqH8vI0Y,Ramónverduzco796,+56 9 5960 1712,8486911,,Diurno,Banmédica,Part time,2
María Cristina Ocasio Canales,maría3238354@viajes.cl,oSJs5lFmsYiYRmo,Maríacanales267,+56 9 1446 6028,6116028,,Diurno,Colmena,Full time,0
Roberto Hernández Tamez,roheta334@outluc.com,6EtCJMQ0j3W,Robertotamez699,+56 2 6933 7408,18969753,2112,,,,8
,viríca811@viajes.cl,VhsXS4ugM,virginia9808224,+56 2 9482 2490,4615482,,Diurno,Fonasa,Full time,7
Jacobo Murillo Armas,,4qD2CpdD1zzY,jacobo4400203,+56 9 6412 0497,744382,17062,,,,K
,Saraalarcón969@viajes.cl,TQ0LKJxCJmecln9,salual640,+56 2 3311 2390,23265933,,Diurno,Más vida,Part time,5
Dolores Alarcón Vanegas,Doloresvanegas563@viajes.cl,1cYBKia62w1,doalva916,+56 9 7123 8723,29479484,,Diurno,Más vida,Part time,0
Sergio Hidalgo Ybarra,sehiyb598@tourket.com,VSDFBr5QKlyeK4,sergio7144568,+56 9 4811 6454,21306235,,,,,2
David Magaña Ruiz,david4059688@edubus.cal,Lx2roX6g,Davidruiz599,+56 2 4031 6333,29779944,0,,,,4
Hernán Ávalos Santana,,,Hernánsantana931,+56 2 1091 0836,3699303,11148,,,,0
,alesot998@viajesanma.com,o9S4xY7N49upu4,alesot218,+56 2 0242 8399,13133362,8355,,,,5
Sta. Francisca Sáenz Parra,Sta.parra332@viajes.cl,J4DzVaz08GTM,sta.5481290,+56 9 3489 5935,554881,,Nocturno,Banmédica,Part time,0
Sra. Sara Mota Ávalos,srsamoáv824@edubus.cal,cyTiRx55Qd,Sra.ávalos749,+56 9 9438 5278,14279168,0,,,,4
Marcos Leiva Zelaya,marcos9466158@outluc.com,a0R9JAxaWdTJ8Y,Marcoszelaya488,+56 9 9612 1282,29089183,6842,,,,3
Germán Villanueva Solís,germán7298769@outluc.com,qcRlGNZ6ycIM,Germánsolís665,,27768191,6093,,,,9
Lorena Jaimes García,lorena2437172@viajes.cl,lKhA4bBr,lojaga665,+56 2 6183 7061,24104880,,Nocturno,Más vida,Full time,2
Alejandra Zaragoza Bermúdez,alejandra1633334@outluc.com,cLW6Zd6FwN,alejandra3060670,+56 9 9302 0755,4911386,1728,,,,2
Isabel Montenegro Arguello,isabel7111882@edubus.cal,tSGTLdQO3PDh,ismoar390,+56 2 2584 1053,19000757,18844,,,,K
Lucas Farías Valladares,lufava526@edubus.cal,pLUtLk3Vh,lucas9645115,+56 9 0285 8854,15804496,2185,,,,K
Sta. Francisca Martínez Almonte,sta.6769137@viajes.cl,eryH7Rax5bQ,sta.9222158,+56 2 9890 8629,-4634667,,,Colmena,Part time,K
Sra. Pablo Quezada Nava,srpaquna207@viajes.cl,Dw07crS3F,srpaquna185,+56 2 0022 3809,3061273,,Diurno,Colmena,Full time,6
,Esperanzabanda491@tourket.com,Ngaf0C5w66X,esperanza1201579,+56 2 2744 6467,3344187,31407,,,,8
Octavio Vallejo Urbina,ocvaur484@wass.com,ttu6deBPa4,ocvaur517,+56 9 5616 0750,27640448,12008,,,,2
Sr. Mariano Toledo Roldán,srmatoro508@wass.com,ZiSu0jH9rcVw,Sr.roldán482,+56 9 5197 3192,8535913,9988,,,,4
Diana Henríquez Aragón,Dianaaragón122@viajesanma.com,PtUCE0Ra7bs,diana9057486,+56 9 6751 0473,12798891,4638,,,,9
Carolina Raya Baca,Carolinabaca615@viajes.cl,5t8FGZ2h6pNfY,caraba170,+56 9 5243 4797,19348858,,Nocturno,Consalud,Part time,7
Barbara Delacrúz Atencio,barbara8302217@marmol.com,trW4xvw1,barbara7435831,+56 9 9300 6316,28950372,1356,,,,2
Josefina Gracia Lira,josefina4470996@viajesanma.com,6qU184t3AWHE5,,+56 2 6845 3478,19243345,3110,,,,2
Jorge Olmos Montoya,jorge9998271@wass.com,Dmm5Mo99BMouHA,jorge4411380,+56 2 3502 1892,14768635,4360,,,,8
Mario Rodríquez Garibay,maroga573@viajes.cl,dikBXsP0,mario2421971,+56 2 9618 2710,29331634,,Diurno,Colmena,Part time,1
Concepción Rivas Sierra,concepción7470878@wass.com,9mtpcoW3qTLKGKMs,concepción767491,+56 2 9299 2381,6902764,23185,,,,4
Amalia Aponte Guerrero,amapgu909@viajes.cl,Xm0vCQVhgTjsTx,amalia1067234,+56 9 2149 4647,6422318,,Diurno,Consalud,Full time,6
Sta. Joaquín Murillo Casanova,stjomuca556@viajes.cl,i8nbF5oz4Lo79eZ,Sta.casanova835,+56 9 3282 1043,21297207,,Nocturno,Banmédica,Full time,K
Esperanza Méndez Jaimes,esperanza5844691@viajesanma.com,u7nbXqnLLl,Esperanzajaimes937,+56 9 4148 9733,23663392,1296,,,,6
Estela Collazo Valladares,estela8403615@viajesanma.com,h4XmhGDBkeDGS,Estelavalladares523,+56 9 5372 0969,28137966,805,,,,6
Verónica Guerra Paz,vegupa144@wass.com,sCFUraw2,verónica5328489,+56 2 4119 8750,19510819,2100,,,,6
Cristina Soto Moreno,crsomo514@tourket.com,PayhSLI0uN4gHc,cristina7564509,+56 2 9440 1007,2781340,1325,,,,2
Clara Limón Peña,clara7771923@viajes.cl,neq9GFzOC,clara7275880,+56 9 1729 1335,20808510,,Nocturno,Consalud,Full time,7
Marcela Zepeda Hidalgo,Marcelahidalgo659@viajesanma.com,i2Xl94GG2QFZS,marcela9068253,+56 9 9674 8206,2817505,867,,,,1
Roberto Correa Botello,Robertobotello102@edubus.cal,ro6bi8dmQTX,Robertobotello101,+56 2 4780 2156,18967066,1688,,,,4
Yolanda Cardenas Alejandro,yocaal145@marmol.com,u3qXoY8YnoNm9Gyu,Yolandaalejandro658,+56 2 2079 2947,16651026,7482,,,,0
Jaime Montero Peña,Jaimepeña295@wass.com,ajjnA42KR,,+56 2 8613 4754,1903294,23786,,,,9
Mónica Moya Sauceda,Mónicasauceda948@marmol.com,HiD0FlrEjL7X,mómosa865,+56 2 4241 6650,24738666,5004,,,,1
Luis Tamez Bustamante,Luisbustamante957@wass.com,PzlATLb5uC,lutabu659,+56 9 8881 9338,13183758,0,,,,5
Pablo Llamas Palomo,pablo2181456@outluc.com,mfeUvZoIUoH6a45,Pablopalomo812,+56 2 9463 9556,-1810002,0,,,,9
Luisa Miramontes Valles,luisa872547@wass.com,wmaRSgy0BoXtdKt,Luisavalles285,+56 2 5389 5899,,,,,,
Sta. Natalia Zúñiga Mena,sta.6650224@outluc.com,3irXYa1DAu,stnazúme376,+56 9 8021 5491,8303826,0,,,,8
Sra. Antonia Rivera Santillán,sra.988333@tourket.com,Xs4BHj0c,,+56 2 8347 5388,26930118,,,,,K
Ernesto Gracia Rivera,ergrri695@outluc.com,6crIR4A8N,ernesto2043413,+56 9 1626 4491,26661045,3696,,,,9
Pablo Rivera Ulloa,,LjcqYfPCFI57,Pabloulloa817,+56 2 9804 8888,18036909,4081,,,,0
Sra. Inés Puga Iglesias,Sra.iglesias463@viajesanma.com,FHV0f3YCcCt,Sra.iglesias464,+56 2 3225 6703,4435592,3945,,,,2
Caridad Nieves Guajardo,Caridadguajardo615@edubus.cal,vRNrFPR6g2EcOZX,Caridadguajardo906,+56 9 0163 1341,29855937,0,,,,4
Mónica Longoria Ríos,Mónicaríos936@wass.com,698tSKMkW,mólorí947,+56 9 2936 6219,1357912,2205,,,,1
Guillermina Ochoa Rosas,guocro846@viajesanma.com,,guillermina6391941,+56 2 8808 8518,14009791,11192,,,,8
Ignacio Zayas Miranda,ignacio7777975@wass.com,,Ignaciomiranda241,+56 9 9846 6956,29554121,0,,,,0
Ricardo Maestas Arevalo,Ricardoarevalo285@outluc.com,XERXyxtcw16j2,Ricardoarevalo970,+56 9 9497 4624,13061590,9765,,,,2
Ramiro Abreu Barajas,Ramirobarajas244@viajes.cl,GIN3FxlMDXTL6emg,Ramirobarajas508,+56 2 4119 2086,4873946,,Diurno,Banmédica,Part time,6
Mario Batista Arevalo,mabaar656@viajesanma.com,jZBovawLUPnFaH86,mabaar551,+56 2 6280 7361,21241427,2938,,,,1
Manuela Almaraz Alejandro,manuela6920441@marmol.com,94QV7kRNWpwoS,Manuelaalejandro603,+56 2 4723 4530,15136419,4288,,,,5
José Luis Mercado Noriega,Josénoriega657@edubus.cal,8Q4LBdRuBsP3KzHi,Josénoriega650,+56 9 8144 0508,9590953,0,,,,1
Sr. Gerardo Delatorre Caballero,Sr.caballero357@outluc.com,fYHeP4yB8S,Sr.caballero374,+56 2 7660 0215,11919543,14559,,,,8
Sta. Ester Solís Abeyta,sta.6665708@viajes.cl,iyT0rYkqms,sta.7198855,,15880782,,Diurno,Banmédica,Part time,3
Ramón Sandoval de Jesús,ramón7034372@edubus.cal,VcokDbK5c2,Ramónjesús183,+56 9 4601 1668,6711711,0,,,,5
Cristian Olivas Peralta,cristian3671209@marmol.com,mfE6Gt3EwXmg7,cristian1230604,+56 9 9542 8565,13107520,0,,,,0
Amalia Ontiveros Rojas,Amaliarojas557@wass.com,Pnodc96DF,amalia1236543,+56 2 5124 7135,-18255332,2310,,,,8
Ester Guillen Vanegas,ester2119354@wass.com,J0A1rnALUJP,ester6905914,+56 2 7601 1564,,14791,,,,
Guadalupe Carrero Quiñones,Guadalupequiñones252@edubus.cal,QGUVo2s5cR2s,gucaqu815,+56 9 7488 0383,26616261,13125,,,,8
Sergio Delacrúz Guillen,sedegu570@edubus.cal,vCduQl1IuUsi,sergio1203247,+56 2 5950 9322,11536976,4020,,,,8
Andrea Reséndez Guardado,Andreaguardado378@tourket.com,4LriTbO5dyo,Andreaguardado248,+56 2 2609 6392,7430795,,,,,7
Sra. Sofia Zapata Jasso,srsozaja802@viajesanma.com,gsdOB3lE1XgLh,sra.5171808,+56 2 4014 4069,21183980,-6920,,,,5
Sr. Marilu Sevilla Luna,sr.5691887@edubus.cal,9lMQGgJ2p,sr.1930122,+56 2 5818 2935,26186319,1572,,,,7
Sta. Alejandro Gurule Tejada,Sta.tejada565@outluc.com,3IHuBu4Fr,sta.5630750,+56 2 3846 1135,-25507852,13212,,,,6
Lucia Lira Casillas,Luciacasillas408@viajes.cl,LpoziMT5f08DR,Luciacasillas862,+56 9 9896 6315,12145493,,Nocturno,Banmédica,Full time,9
Maricarmen Duarte Rosado,Maricarmenrosado518@viajes.cl,,,+56 9 7117 1181,15426985,,,Consalud,Full time,1
Sta. Timoteo Solorio Solís,sta.9052328@viajes.cl,tH8IrJ3X,sta.4035145,+56 2 8611 4059,29994077,,Diurno,Consalud,Part time,2
Eva Toledo Castellanos,evtoca927@edubus.cal,w5YfNEK4SM,evtoca629,+56 2 0440 8814,14028481,6975,,,,5
Gilberto Ureña Salcido,gilberto6987804@viajes.cl,jeeF1J0MVs3dAxE,Gilbertosalcido437,+56 9 0136 4363,27753316,,Nocturno,Colmena,Full time,2
Marilu Delvalle Olivera,marilu2791390@marmol.com,65u8g6RIAdqkVdA,Mariluolivera396,+56 2 2350 9899,1920466,,,,,9
Sra. Graciela Solorio Ramírez,sra.8577415@wass.com,225vXeL3vKBLnR,Sra.ramírez837,+56 9 7993 2986,,,,,,
Hernán Guzmán Dávila,hegudá768@outluc.com,LgOoAYliaQWlX5ke,hernán8266293,+56 2 1411 6763,8279601,19880,,,,0
Alejandra Gracia Briseño,algrbr211@marmol.com,iF8OeSLgdSVWYLZa,alejandra6238423,+56 9 7105 4318,14805876,-1698,,,,8
Sr. Germán Valle Barrios,sr.9186264@tourket.com,s4v46DCYP,Sr.barrios471,+56 9 6267 1828,11140533,0,,,,6
Fernando Castellanos Cortés,Fernandocortés200@wass.com,S6o6LQNXhfmym6,fecaco600,+56 9 7291 1939,22297612,4741,,,,K
Hernán Lira Marín,helima194@viajesanma.com,p8ro2cYKzZ8Kxv,,+56 9 0627 8587,12233979,-21534,,,,3
Marta Torres Montemayor,Martamontemayor207@edubus.cal,6ATcS6rp,matomo740,+56 9 8058 9223,23110236,1359,,,,1
Sra. Octavio Armenta Gaitán,srocarga626@tourket.com,4U56jza4O8QpPVFK,Sra.gaitán140,+56 2 1334 5431,29828125,902,,,,2
Sra. Carlota Zarate Batista,srcazaba245@outluc.com,iQ4o40o3XEWHH,Sra.batista593,+56 9 7722 8085,23350999,23214,,,,K
Carlota Segovia Ibarra,Carlotaibarra867@edubus.cal,9GWyro8a,carlota5944677,+56 2 9179 3604,837202,7226,,,,0
Gabriela Arce Amador,gabriela7517881@tourket.com,2OdpDPoDGA826P5,Gabrielaamador757,+56 9 4001 3981,26793746,418,,,,K
Antonio Rivas Riojas,antonio1796431@viajes.cl,ZIdbO3rfTU8bKMd,anriri400,,21887834,,Diurno,Colmena,,2
Sta. Natalia Ojeda Bañuelos,Sta.bañuelos302@viajesanma.com,XcGbVWhmCOCIL7q,sta.9948203,+56 2 9902 8833,19825184,0,,,,4
Nicolás Gurule Rodríguez,Nicolásrodríguez912@outluc.com,qeJeRww3UN,Nicolásrodríguez860,+56 9 2025 2615,9652087,0,,,,5
Antonio Rolón Regalado,,i5KAsbVbHx30G,anrore623,+56 9 6381 5686,,7812,,,,
César Castañeda Concepción,césar2295448@viajes.cl,69jNpLson2MQ,,+56 9 2709 5248,18156027,,,Banmédica,Part time,4
Sta. Carmen Cabán Escalante,stcacaes439@tourket.com,MQb1L7EnLotO3Fyn,sta.8020832,+56 2 3104 7277,6525658,8374,,,,4
Sr. Miguel Pabón Corral,Sr.corral649@tourket.com,Hh9TjCZWfyZ,srmipaco388,+56 9 5411 3399,6780198,0,,,,9
Caridad Vaca Dávila,caridad9349337@wass.com,3MuYiYfGemA12,cavadá388,+56 2 9612 6245,24348577,,,,,0
Soledad Ocampo Rojo,Soledadrojo470@edubus.cal,u3sbd1LW7ELDyA,Soledadrojo301,+56 9 7515 0772,-3632600,328,,,,K
Natalia Alvarez Valadez,naalva967@viajes.cl,txQJjWX0W7,Nataliavaladez487,+56 2 9595 9591,11462383,,Diurno,Fonasa,Part time,0
Sra. Elisa Posada Serrato,srelpose547@edubus.cal,rllMKR4qR,sra.328504,+56 9 6367 4164,2943287,0,,,,2
Sta. Soledad Almanza Molina,Sta.molina427@wass.com,f7FdAx4S2xxEs,Sta.molina192,+56 2 7871 3561,29195682,,,,,3
Sta. Concepción Montaño Suárez,sta.6560419@marmol.com,WrC5aGLuYqUTXp,Sta.suárez395,+56 2 8735 3875,9930799,25457,,,,4
Julio César Mesa Anguiano,Julioanguiano244@edubus.cal,LxgqA2Fna0OC,jucémean340,+56 9 1353 2520,24983290,11949,,,,1
Ramona Navarro Acevedo,Ramonaacevedo828@viajes.cl,K427CdtXKIkb,Ramonaacevedo287,+56 9 8668 9287,21566146,,Nocturno,Consalud,Full time,6
Sta. Emilio Valenzuela Santillán,sta.9588609@viajesanma.com,Yq1r88FsOXC,sta.9326241,+56 2 2233 4987,16023310,-20005,,,,9
Francisco Llamas Moya,francisco3451310@marmol.com,wv0W19lN,francisco4186805,+56 2 9199 9817,17623387,5733,,,,7
Sra. Diego Ávalos Montañez,Sra.montañez414@edubus.cal,P7aZEj2g7m7sU,sra.8769932,+56 2 3935 4481,6136569,17070,,,,9
Mariana Lucero Zepeda,maluze970@viajesanma.com,QJUUKufCyMn23hA,maluze573,+56 9 7342 9419,4853794,0,,,,4
Samuel Limón Caldera,salica424@tourket.com,5CtMKjhZ,Samuelcaldera285,+56 9 2624 7726,25198454,0,,,,9
Carlos Alarcón Ferrer,,bsSwFFO9cFBsEoX,Carlosferrer394,+56 2 7850 6632,23821370,10388,,,,3
Juan León Arreola,julear325@tourket.com,5RnkH4MeltUF,juan1941436,+56 9 4407 0408,20338341,1338,,,,K
Sta. Francisca Briones Velázquez,Sta.velázquez648@outluc.com,k0OukRD544,Sta.velázquez300,+56 2 8209 0639,16498387,4048,,,,0
Mayte Velázquez Olmos,Mayteolmos670@viajesanma.com,mEk5OxcXxz65M,mayte6340164,+56 9 5146 5369,29413369,0,,,,0
Sta. Lorenzo Santiago Valles,stlosava427@viajes.cl,gfU8F0DrZAV6u2SV,,+56 9 5561 4674,429551,,Nocturno,Banmédica,,K
Sta. Federico Cornejo Tamayo,sta.5614166@outluc.com,2IgRluqL6V16l,Sta.tamayo481,+56 2 0868 4215,20832027,0,,,,0
Maricarmen Armas Molina,maricarmen6071837@viajes.cl,vq82ZjojxRJd2u,maarmo459,+56 9 4832 3195,7243313,,Nocturno,Más vida,Full time,0
Germán Vázquez Lucio,Germánlucio910@marmol.com,Hbbx9d6B5,geválu695,+56 9 2277 2848,26736603,9040,,,,9
Lola Zúñiga Rico,lozúri351@outluc.com,GTZ9p1j4R6X3,,+56 2 5771 5974,6545398,10329,,,,3
Teodoro Lugo Patiño,teodoro9438521@viajes.cl,viYQzEaYP8,telupa933,+56 2 6116 2002,17699310,,Nocturno,Más vida,Full time,3
Sra. Ramiro Rojas Armas,sra.6948808@edubus.cal,bkcRi7KH,sra.5893566,+56 2 0066 4158,23298839,25308,,,,8
Francisco Ramón Ruiz,Franciscoruiz187@viajesanma.com,RnLXKjRj6,frraru690,+56 9 4488 6266,29435615,,,,,0
Sra. Carlota Villareal Pagan,srcavipa609@marmol.com,,srcavipa443,+56 2 1040 6596,2066898,9097,,,,9
Ramón Pichardo Collazo,ramón1222984@viajes.cl,nigE3Gab3BG4,Ramóncollazo576,+56 2 2138 3519,6095063,,Nocturno,Fonasa,Part time,6
Bernardo Guardado Almanza,bernardo2775743@outluc.com,ubbplvJaE5WsXXP,Bernardoalmanza253,+56 2 6858 2014,24404009,15237,,,,8
Sra. Adán Araña Colunga,sradarco814@marmol.com,XcV8G2Dt25,sradarco327,+56 9 2355 3576,,4380,,,,
Débora Estrada Campos,débora7235789@edubus.cal,,Déboracampos557,+56 9 2189 5648,12780637,13377,,,,3
Raquel Alonso Jaramillo,Raqueljaramillo885@viajes.cl,V1vf7YyGnJuoLVZI,,+56 9 2706 8978,7471078,,,Más vida,Part time,6
