nombre,run,0,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"José Armendáriz López",7641570,6,,josé3051,tUmDczmC1WxEG7fR,"+56 2 0520 9040",,Fonasa,"Full time",605386,,,,,Disponible,55341,arrecife#,Gijón,,,,4199,128000,,Cama,"{""Aire acondicionado"",TV,""Asientos reclinables""}",{},,{}
"César Cuellar Delgadillo",25507574,8,,cécude,,"+56 2 3982 6131",Diurno,"Más vida","Full time",605412,,,,,Disponible,,Oviedo,"Roquetas de Mar",2026-02-23,,43,,52000,"Condor Bus",Cama,"{""Aire acondicionado"",Comida,Agua}",{},,{}
"José Luis Lozano Orosco",18616291,9,,joluloor,,"+56 2 4626 7148",Nocturno,Fonasa,"Part time",605469,,,0,,Disponible,95064,Viladecans,"Alcalá de Henares",2026-09-19,,,322,,"ETN Turistar",Normal,"{Calefacción,TV,Wifi}",{},,{}
"Sra. Gregorio Leiva Archuleta",27780314,3,,,Uae5AM9nVy,+56-2-0096-9986,Nocturno,"Más vida","Part time",605486,,,,,,16622,pamplona#,TORREVIEJA!!!,,,47,3366,,"Omnibus de México",Cama,"{Baño,Wifi,Comida}",{},,{}
"Lucas Pérez Huerta",12380369,8,,lucas4019,CY5WRvbX6ze898C,"+56 9 1376 4067",Diurno,"Más vida","Full time",605550,,,,,Disponible,7223,"jerez de la frontera#",Orihuela,2025/04/08,,48,,83000,Avanza,Cama,"{Agua,Baño,""Aire acondicionado""}",,,{}
"Adriana Ávalos Vargas",18844900,10,,adávva,7n3E1Sp1ppN,,Nocturno,Colmena,"Full time",605770,,,0,,Disponible,94767,Orense,"Jerez de la Frontera",2025-04-22,,33,3962,,"Buses Nilahue",Cama,,{},,{}
"Teodoro Montero Alaniz",0,1,,teodoro3531,J2y39rK9,,Nocturno,,"Full time",605785,,,,,Disponible,45400,Lérida,Avilés,2026-08-06,,44,2268,,"EME Bus",Cama,"{TV,""Aire acondicionado"",Baño}",{},,{}
"Carmen Sandoval Escobedo",7606224,2,,carmen1693,wOFl86Z5,,Diurno,Consalud,"Full time",,,,,,Disponible,24994,Oviedo,Guadalajara,2026/08/10,2026/11/27,42,,293000,WestJet,,{},{},,{}
"Natalia Báez Valles",20543675,8,,natalia7018,n50sUEY8,+56-9-4675-2109,,Colmena,"Part time",605985,,,,,Disponible,20498,Baracaldo,"Roquetas de Mar",2026-01-12,2026-06-15,62,3699,,"American Airlines",,{},"{Valladolid,Granollers,""Santa Lucía de Tirajana"",""San Sebastián"",Zamora}",,{}
"Rosario Mora Delagarza",25146121,10,,Rosariodelagarza,,+56-9-5806-8424,Diurno,Colmena,"Part time",606124,,,,,Disponible,16048,"Pozuelo de Alarcón",Manresa,2026-10-15,2026-10-22,27,176,,"Spirit Airlines",,,"{""El Puerto de Santa María"",Motril}","Clase ejecutiva",{}
"Guadalupe Cintrón Miramontes",15512007,10,,Guadalupemiramontes,PXZI4Eor8q78T6m7,,Diurno,Consalud,,606315,,,0,,Disponible,,mérida#,TORREVIEJA!!!,2026-06-16,2026-11-30,100,4009,,Iberia,,{},{},"Primera clase",{}
"Gustavo Roldán Trejo",0,10,,gurotr,MUQZ78RlSj,+56-9-7381-3020,Diurno,Colmena,,606380,,,,,Disponible,16516,Lérida,Cáceres,2026-07-10,2026-08-28,91,1177,77000,Qantas,,{},,"Clase económica",{}
"Claudio Tamayo Almaraz",15806665,3,,Claudioalmaraz,GcS0xhd6t,"+56 2 0051 0308",Nocturno,Fonasa,"Full time",,,,,,,6152,,Sabadell,,2026-07-24,14,1061,97000,"Spirit Airlines",,{},"{""Talavera de la Reina""}","Clase económica",{}
"Raúl Abeyta Martínez",4991799,6,,Raúlmartínez,87gNGI6T,,Nocturno,Banmédica,"Full time",606410,,,,,Disponible,25131,Sabadell,"Roquetas de Mar",2025-12-30,2026-06-18,21,4089,356000,Ryanair,,{},"{Manresa,Murcia,Guadalajara,Pamplona}",,
,18287992,10,,carolina5473,9sTGwB5MOLqp,"+56 2 6437 5908",Diurno,Fonasa,"Part time",606415,,,0,,,80711,Bilbao,Cuenta,2025/09/08,2025/10/15,69,898,85000,"Spirit Airlines",,{},{},"Clase económica",{}
"Sr. Adriana Villa Briones",19829547,7,,Sr.briones,s5ozlrtT0,"+56 9 7199 7672",Nocturno,Consalud,,606497,,,,,Disponible,58262,Puertollano,Valladolid,2025-09-24,,,916,85000,"Air France",,{},,"Clase económica",{}
"Sra. Guadalupe Iglesias Villagómez",28804737,5,,,17I0PzXjs7g5,"+56 9 9991 2201",Nocturno,Fonasa,"Full time",606553,,,,,,7699,Elda,ALICANTE!!!,2025-07-13,2025-11-10,35,2889,200000,Avianca,,{},"{Mérida,Granollers,""El Puerto de Santa María""}","Clase ejecutiva",
"Jerónimo Reyes Jaimes",20245704,5,,jerónimo737,TnOzw3EoP2c,"+56 9 2509 4648",Nocturno,,,606665,,,,,,35297,"Dos Hermanas","JEREZ DE LA FRONTERA!!!",2025/09/13,2025/12/08,59,2070,154000,Ryanair,,{},,"Clase ejecutiva",{}
"María José Santillán Meza",4954408,1,,Maríameza,EdsZw4iFOITyM,+56-9-1060-5970,,Consalud,"Part time",606746,,,,,Disponible,77217,"san sebastían de los reyes#",,2026-06-11,2026-11-14,23,3763,355000,"Ethiopian Airlines",,{},"{Lérida,Gijón,""La Coruña""}",,{}
"Federico Muñoz Alicea",18610516,8,,femual,V03zfsO4G0o3,,Diurno,,,606810,,,,,Disponible,27862,Móstoles,Segovia,2026-02-13,2026-05-02,18,1882,183000,"Etihad Airways",,{},"{Granollers,Sagunto,Jaén}","Clase ejecutiva",{}
"Marcela Berríos Rojas",12183086,10,,Marcelarojas,JIb5be8dS4Va,"+56 2 4962 5878",,Consalud,"Full time",,,,,,Disponible,93460,"Santiago de Compostela",Algeciras,2025/12/25,2026/03/12,84,1856,130000,KLM,,{},{Benalmádena},,{}
"Sonia Mondragón Orellana",3248297,10,,somoor,,+56-9-8517-7043,,Colmena,"Full time",607076,,,,,Disponible,76789,,Córdoba,2026-07-16,2026-09-10,14,1364,44000,Emirates,,{},"{""Castellón de la Plana"",Baracaldo,""Santiago de Compostela"",Madrid}","Clase económica",{}
,20371355,10,,tibrca,,"+56 2 5066 7694",Diurno,Consalud,,607163,,,,,Disponible,61114,"El Prat de LLobregat",Algeciras,2026-07-30,2026-09-05,44,888,128000,"Wizz Air",,{},"{Valladolid,Alcoy,Inca}","Clase económica",{}
"Marcos Pichardo Villa",24931911,2,,marcos8686,ske2l542k6CHn,+56-9-1081-3369,,Consalud,"Part time",607164,,,0,,Disponible,94611,Valladolid,Orense,2025-12-30,2026-04-27,20,,125000,"Delta Air Lines",,,"{""La Coruña"",""Alcalá de Henares"",Viladecans}","Clase ejecutiva",{}
"Ramón Cantú Olivo",15491085,9,,ramón2824,1jorhKWrq2Cx3D,"+56 9 3789 7764",Diurno,Banmédica,"Part time",607294,,,,,Disponible,52737,Sevilla,Lorca,2025/12/04,,55,4252,,"Turkish Airlines",,{},"{Cuenta,Getafe,Benidorm}",,{}
"Sta. Gregorio Chapa Limón",4258184,4,,stgrchli,ewVZ7o1JW2nw9u6,"+56 2 0281 3585",,"Más vida",,607297,,,,,Disponible,90050,"Roquetas de Mar",Cádiz,2025-03-22,2025-04-17,,633,79000,"Alaska Airlines",,{},"{Logroño,Coslada,Sevilla}","Clase ejecutiva",{}
"Guadalupe Aparicio Valdés",9398611,3,,guadalupe9597,jqsK5qB9,"+56 2 4354 6159",Nocturno,Consalud,"Part time",,,,,,,13125,"Talavera de la Reina",Alcobendas,2026-06-29,2026-09-03,90,,157000,JetBlue,,{},"{Manresa,Cartagena,""Alcalá de Guadaira"",Paterna,Badalona}","Clase económica",{}
"Hernán Navarrete Paz",0,10,,Hernánpaz,E3qKeYf0CiQ3D,"+56 9 0069 4810",Nocturno,Fonasa,"Part time",607477,,,,,Disponible,33689,"La Coruña",Mérida,2025-05-07,2025-09-25,59,,334000,"United Airlines",,{},{Torrelavega},"Clase ejecutiva",{}
"Sr. Carlota Venegas Curiel",688837,2,,Sr.curiel,81V2JWu3aatfhVMO,,Diurno,Banmédica,"Full time",607596,,,,,Disponible,49155,Motril,Lérida,2025-03-28,2025-04-21,79,598,60000,Italo,,,,,{Gerona}
"Sr. Hugo Armendáriz Segura",1276365,10,,sr.5310,dAG5ilC5,"+56 9 4842 3943",Diurno,Fonasa,,607620,,,,,Disponible,6780,Ávila,"Hospitalet de LLobregat",2026-09-16,2026-12-09,35,2029,182000,"BDZ (Bulgaria)",,,{},,
,14760021,6,,,ERXAoEFXH7CLMq22,+56-2-8933-5201,Nocturno,Colmena,"Full time",607642,,,,,Disponible,57469,Torrevieja,Ponferrada,2026-03-23,2026-08-06,12,3275,,"NS International",,"{""Asientos reclinables"",Wifi,""Aire acondicionado"",Agua,Calefacción,Baño}",{},,"{Santander,Vigo,Algeciras,Paterna,""Talavera de la Reina""}"
"Felipe Meza Juárez",26109320,10,,felipe4554,MdRG7Y3tZxJ,"+56 2 2452 0461",Nocturno,,"Part time",607834,,,,,Disponible,80771,Zamora,Motril,2025-07-26,2025-10-17,12,2014,55000,"SJ (Suecia)",,"{Agua,Baño,TV,""Aire acondicionado""}",{},,
,20184241,7,,Loladávila,WNpO1OTjg,+56-9-9795-4908,,Colmena,"Part time",607840,,,,,Disponible,,Lérida,Alcoy,2026-04-28,2026-08-10,59,2512,215000,"RZD (Rusia)",,"{Wifi,""Aire acondicionado"",Agua,Comida,Baño}",{},,
"Rebeca Solorzano Mojica",21153790,6,,resomo,3IC48Gkg4e,+56-9-2181-0486,Nocturno,Consalud,"Part time",607852,,,,,Disponible,67286,,,2025-11-19,2026-03-30,92,3164,236000,"RZD (Rusia)",,"{Baño,Calefacción,Agua,TV,Wifi,""Aire acondicionado""}",{},,{Zaragoza}
"Sr. Mercedes Ramírez Badillo",12012171,5,,srmeraba,D05jHRGg4Zz,+56-2-5982-2336,Nocturno,Fonasa,"Full time",607886,,,,,Disponible,18359,Leganés,"HOSPITALET DE LLOBREGAT!!!",2025-04-18,2025-09-24,42,3826,402000,,,,{},,"{""Dos Hermanas"",Parla,""Santa Lucía de Tirajana""}"
,0,2,,Sr.sanches,0bUO7FzlMk0,,Nocturno,Banmédica,"Full time",607951,,,,,Disponible,75602,Manresa,"Dos Hermanas",2026-08-02,2026-11-15,21,2542,252000,Italo,,"{Agua,Comida,Baño,TV,Calefacción}",{},,"{Algeciras,Leganés,Málaga,Arrecife}"
"Luis Miguel Valle Alicea",9360826,7,,Luisalicea,E4uWhCBoBZNCVee,+56-2-6479-7886,,Colmena,,608143,,,,,Disponible,68725,Mérida,Orense,2026-09-14,,35,2761,272000,"Deutsche Bahn (DB)",,"{Agua,TV,Wifi,Baño,""Aire acondicionado""}",{},,"{Cádiz,Cartagena,Tarragona,""Santiago de Compostela""}"
"Amalia Delao Tejeda",0,5,,Amaliatejeda,GzjI5ssB,"+56 2 6255 9545",,Banmédica,"Part time",608229,,,,,Disponible,32302,"Torrejón de Ardoz","Cornellá de Llobregat",2026-03-05,2026-08-20,64,4040,226000,"ZFBH (Bosnia y Herzegovina)",,"{Comida,Baño,""Aire acondicionado"",TV,Calefacción,Agua,Wifi}",{},,"{Elda,""Sanlúcar de Barrameda"",Murcia,Lugo}"
"Cristina Gallardo Casares",19099306,10,,Cristinacasares,NgDRf9zTB,"+56 9 2896 6169",Nocturno,Consalud,,608281,,,,,Disponible,43302,"Mollet del Vallés",Ávila,2025-03-21,2025-04-05,,382,,,,"{""Asientos reclinables"",Comida,TV,Baño}",{},,"{Mijas,Gijón,Telde}"
"Catalina Delgado Gaona",3353539,2,,,uTBBB8Dcork1iv,+56-2-3814-1860,Nocturno,"Más vida","Full time",608316,,,,,Disponible,,badalona#,Madrid,2025-09-25,,97,999,50000,"NS International",,"{""Aire acondicionado"",Comida,Baño}",,,{León}
"Caridad Guillen Fierro",26484084,8,,Caridadfierro,27J7ZhTWQTp,"+56 2 4471 7384",Diurno,,"Part time",608413,,,,,Disponible,48075,,Orihuela,2025/03/25,2025/05/13,40,1179,129000,"ZSSK (Eslovaquia)",,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}",{},,{Benidorm}
"Arturo Alba Armas",25966003,3,,arturo6479,r0G1txfFuD9hr,"+56 9 5580 6036",Diurno,Fonasa,"Full time",608431,,,,,Disponible,93172,baracaldo#,Bilbao,,2025-11-25,83,1371,50000,,,,{},,"{Ceuta,Benidorm,Paterna,""Alcalá de Guadaira""}"
"Marcela Espinosa Haro",21767927,3,,,Evc7wKaELBg0W,"+56 9 2637 1260",Nocturno,Colmena,"Part time",608489,,,0,,Disponible,42421,Coslada,Gandía,2025-07-25,2025-11-07,69,2531,158000,"VR (Finlandia)",,,{},,
"Julia Mora Villalpando",10143529,6,,julia6019,aFuVZ1PNOaVItqwV,+56-9-1902-7337,,,"Part time",608504,,,,,Disponible,96317,lérida#,"San Sebastían de los Reyes",2026-11-13,2027-01-22,71,,86000,"CD (República Checa)",,"{Agua,Comida,TV,Calefacción}",{},,
"Sr. Claudio Núñez Agosto",0,3,,Sr.agosto,H1ni28FPvJN,,Diurno,Consalud,,608676,,,,,Disponible,57594,,"Ciudad Real",2026-08-06,2026-09-15,66,972,64000,Renfe,,"{TV,Comida,""Aire acondicionado""}",{},,"{Santander,""Cerdañola del Vallés"",""Molina de Segura"",""Alcalá de Henares""}"
,8079407,10,,,Qxqs21mnK4cBe,+56-9-1960-4708,,Colmena,"Part time",608683,,,,,,38010,"Cornellá de Llobregat",Vigo,2025/02/26,2025/05/22,11,2049,72000,"HŽ (Croacia)",,"{Calefacción,""Aire acondicionado"",""Asientos reclinables"",TV}",{},,"{Móstoles,Valladolid,Lorca,""San Sebastían de los Reyes"",Burgos}"
,27078123,3,,roberto7911,r6UFhhToK6Gun,"+56 2 0742 9486",Nocturno,Colmena,"Full time",608759,,,,,,92190,"alcalá de guadaira#",MANRESA!!!,2026/03/19,2026/07/28,65,3146,394000,"CP (Portugal)",,"{Comida,Calefacción,Wifi,TV,Baño,""Asientos reclinables""}",{},,{}
"Sr. Julio César Roldán Alonzo",19921954,5,,Sr.alonzo,pi1CdnpolOvYxST,"+56 9 4076 5532",Nocturno,"Más vida","Part time",608780,,,,,Disponible,23465,Elda,,2026-01-29,2026-04-25,2,2081,166000,"HŽ (Croacia)",,"{Calefacción,Comida,Baño,Agua}",{},,"{""Santa Coloma de Gramanet"",Almería,Sabadell}"
,0,10
